s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
65.9417496,89677.371228,43150.9463418,2.437633283731346,-0.0936008338019855,9.694,0.0
64.9426322,89676.6899983,43150.2161006,2.3449126809572345,-0.09229000251178125,9.694,0.0
63.9435147,89675.9444394,43149.5513889,2.2532829554070517,-0.09158442421505136,9.694,0.0
62.9443973,89675.1415083,43148.9575152,2.1619690842648644,-0.09165083739789406,9.694,0.0
61.9452799,89674.2878642,43148.4394037,2.0702320212903693,-0.09239367830551592,9.694,0.0
60.9461625,89673.390017,43148.0019541,1.9774295315880757,-0.09337019729578332,9.694,0.0
59.9470451,89672.4555877,43147.6503627,1.883759496617178,-0.09370203629943515,9.694,0.0
58.9479277,89671.4918974,43147.3877267,1.790285606948565,-0.09115622856619246,9.694,0.0
57.9488102,89670.5083727,43147.2159717,1.7016980201048755,-0.08204723787509173,9.694,0.0
56.9496928,89669.5133115,43147.1272369,1.6264029049470947,-0.06614195104380537,9.694,0.0
55.9505754,89668.5137824,43147.1049449,1.5694943157401653,-0.04652062808856372,9.694,0.0
54.951458,89667.5149425,43147.1298388,1.5334115320186497,-0.024916227574350004,9.694,0.0
53.9523406,89666.5167379,43147.1796388,1.519696839408013,-0.002473615950435075,9.694,0.0
52.9532231,89665.5186403,43147.2319377,1.5284669891034834,0.020160061621455064,9.694,0.0
51.9541057,89664.5205409,43147.264187,1.5599783988297187,0.043116770219927984,9.694,0.0
50.9549883,89663.5211453,43147.2535473,1.6146174218486848,0.06658252184815189,9.3941902,2.8639406
49.9558709,89662.5260446,43147.17673,1.6929778854357256,0.09074132063800343,8.9049683,4.4801292
48.9567535,89661.5411741,43147.0104203,1.7958164943575117,0.11523219941334802,8.5336608,3.2404068
47.9576361,89660.5826841,43146.7319014,1.923090814230335,0.13813877963452467,8.2913199,2.0404909
46.9585186,89659.6719014,43146.3232179,2.071597909439327,0.15708179604838418,8.141995,1.2280357
45.9594012,89658.8370411,43145.7764346,2.236665660683472,0.16658782190950883,8.1803969,-0.3136823
44.9602838,89658.1098676,43145.096158,2.403732318879605,0.16096958523956068,8.2186194,-0.3136823
43.9611664,89657.4987351,43144.3044319,2.5579491040706337,0.14694361337559256,8.3921008,-1.4420981
42.962049,89657.0119737,43143.4336609,2.6972879009022295,0.13098627156596024,8.6106537,-1.8596425
41.9629315,89656.6422737,43142.5053325,2.8195053789747666,0.11432447024802636,8.9136948,-2.657644
40.9638141,89656.3805755,43141.5415902,2.92569415612758,0.09882150265644572,9.2801423,-3.3364881
39.9646967,89656.2148498,43140.5564439,3.0169142040442356,0.08417744812065592,9.6930642,-3.9206865
38.9655793,89656.1323007,43139.5605982,3.093901728512943,0.07013437277690268,9.694,-0.0090792
37.9664619,89656.1196502,43138.561779,-3.1261313668056365,0.056278064284450556,9.694,0.0
36.9673445,89656.1631825,43137.5633945,-3.0768269259616163,0.04234876590121257,9.694,0.0
35.968227,89656.2489531,43136.5681002,-3.0415051390662438,0.02821064133571733,9.694,0.0
34.9691096,89656.3628117,43135.5755126,-3.020459815991287,0.013782160400804756,9.694,0.0
33.9699922,89656.4904024,43134.5845984,-3.013965745870145,-0.000898768957251705,9.694,0.0
32.9708748,89656.6171144,43133.5937953,-3.0222555271408886,-0.01576541104902064,9.694,0.0
31.9717574,89656.7282629,43132.6008882,-3.045464746646979,-0.03072417711518214,9.694,0.0
30.97264,89656.8088532,43131.6053213,-3.0836403525088842,-0.045694264469734666,9.694,0.0
29.9735225,89656.8439462,43130.6069421,-3.13675362557299,-0.06048319879757263,9.694,0.0
28.9744051,89656.8185166,43129.6083656,3.078705813163361,-0.07468429841838793,9.694,0.0
27.9752877,89656.7184765,43128.6144067,2.997221349803615,-0.08774471397700115,9.694,0.0
26.9761703,89656.5314004,43127.6334674,2.9034270274961305,-0.09824286073237554,9.694,0.0
25.9770529,89656.2478199,43126.67574,2.80098635534951,-0.10548139350428906,9.694,0.0
24.9779354,89655.8650919,43125.7534662,2.692742403566047,-0.11070063467553777,9.694,0.0
23.978818,89655.3824241,43124.8789629,2.5798734354183424,-0.11481001463929347,9.694,0.0
22.9797006,89654.8030854,43124.0659928,2.463451094355835,-0.11693621399726299,9.694,0.0
21.9805832,89654.1320423,43123.3268355,2.346398573695863,-0.11611737896594129,9.694,0.0
20.9814658,89653.3795597,43122.6700869,2.2315532607079813,-0.11362735178481115,9.694,0.0
19.9823484,89652.557767,43122.1031222,2.1194656105665786,-0.11073687827788171,9.694,0.0
18.9832309,89651.6781139,43121.6300343,2.0103901247476905,-0.10780446967428525,9.694,0.0
17.9841135,89650.7528906,43121.254317,1.904136963820827,-0.10492033697971365,9.694,0.0
16.9849961,89649.793268,43120.9773843,1.8008240557785653,-0.10080553606798429,9.694,0.0
15.9858787,89648.8107698,43120.7995255,1.7028031124925898,-0.09362176136606754,9.694,0.0
14.9867613,89647.8154092,43120.7147663,1.6138211462993075,-0.08374019054150968,9.694,0.0
13.9876438,89646.8165019,43120.7136695,1.5355010320832587,-0.07268421364459496,9.694,0.0
12.9885264,89645.8201194,43120.7852199,1.4686085450930753,-0.06144226839353244,9.694,0.0
11.989409,89644.8298671,43120.9173889,1.412740492914029,-0.05113345284049259,9.694,0.0
10.9902916,89643.8476274,43121.0996061,1.366442263359657,-0.0431208112721675,9.694,0.0
9.9911742,89642.8737157,43121.3227955,1.326578347791675,-0.03929835115124812,9.694,0.0
8.9920568,89641.9090658,43121.58268,1.287916194561884,-0.039837535176011796,9.694,0.0
7.9929393,89640.9554296,43121.8803937,1.2469801046779256,-0.04288834353083552,9.694,0.0
6.9938219,89640.0152622,43122.2182975,1.2022221252115806,-0.047185173711863884,9.694,0.0
5.9947045,89639.0920948,43122.6000579,1.1527024563481572,-0.05204188404431016,9.694,0.0
4.9955871,89638.1899847,43123.0292468,1.0982428890111358,-0.056909896916587224,9.694,0.0
3.9964697,89637.3138099,43123.5090858,1.0389984337340188,-0.061272744286205875,9.694,0.0
2.9973523,89636.468763,43124.0419012,0.9758223300315798,-0.06442078602203274,9.694,0.0
1.9982348,89635.6601105,43124.6282825,0.9102935577579716,-0.06480089679556812,9.694,0.0
0.9991174,89634.8920625,43125.2668569,0.846368467727828,-0.06136616978154338,9.694,0.0
0.0,89634.1646008,43125.9517076,0.7876872073596872,-0.055462211987087534,9.694,0.0
