idx,ub,lb,left_boundary_idx,right_boundary_idx,left_x,left_y,right_x,right_y
240,4.754779061300181,-3.071056222137422,1290,1266,89654.5894202072,43164.373558709405,89653.81244421857,43156.58638937796
241,4.631773498625624,-3.459467235357219,1280,1249,89655.12833160971,43164.221993424624,89655.10386592214,43156.13078967948
242,4.3879704711560334,-3.898737696994492,1276,1242,89655.68301061742,43164.003211059455,89656.49278303373,43155.756163048325
243,4.039785188306607,-4.368179154522985,1272,1231,89656.28154255798,43163.74137228893,89657.98207246856,43155.507171513294
244,3.5408855798043604,-4.787456979621785,1259,1220,89656.97317632697,43163.40809646246,89659.53863398034,43155.48473121681
245,2.862940656841471,-5.022290019826983,1253,1209,89657.81100801875,43163.00575818059,89661.07169996215,43155.826290869256
246,2.3673779106963617,-5.219611866877171,1227,1199,89658.65185757355,43162.888408207975,89662.5812602311,43156.39824575702
247,1.9316215337195075,-5.367769089381859,1202,1191,89659.51140846706,43162.954047313244,89664.00279608445,43157.20004516352
248,1.8863349319787712,-5.324681890817876,1146,1178,89660.1355021459,43163.44330151803,89665.15986753257,43158.270824734136
249,2.285757837950688,-5.193135003635504,1120,1168,89660.39899447878,43164.312692569096,89666.07195392372,43159.43915491438
250,4.378362774307174,-5.0162240866023735,1114,1161,89659.24621803133,43166.22877192513,89666.76998308022,43160.60283006831
251,5.6150451712840415,-4.68485077805769,1110,1156,89658.69977840106,43167.6007859174,89667.1917088629,43161.77198041382
252,5.6150451712840415,-4.3227382876303455,1108,1151,89659.21860440419,43168.37955082961,89667.47563021742,43162.84953592946
253,5.6150451712840415,-3.719893868256345,1102,1134,89659.83649596278,43169.29684301324,89667.4913073973,43163.95409570741
254,5.6150451712840415,-2.9719791447029733,1096,1101,89660.58753338811,43170.33065762783,89667.37701150622,43165.07328437808
255,5.570152938502639,-2.134604119801832,1084,1089,89661.54255320296,43171.40955764599,89667.24262854378,43166.22569591592
256,5.157487219102147,-1.4121615296074372,1068,1121,89662.94593683597,43172.22640981315,89667.30822430398,43167.31410559539
257,5.065704212057987,-1.7398261307467386,1064,1056,89664.32508464821,43173.18779073784,89668.12565528153,43167.54235841533
258,5.042466109940471,-1.7342099538421845,1046,1051,89665.88657496618,43174.04979089643,89668.75650821369,43167.91083156864
259,5.21399856295794,-1.9670779852644458,1036,1020,89667.5845884235,43174.85846008697,89669.47366571613,43167.93031117302
260,5.081656798182658,-2.186830718150832,1024,992,89669.46816654617,43175.06386497134,89670.13795106245,43167.826303263355
261,4.850897818754654,-2.501705495276409,1011,979,89671.28210375007,43174.84982109354,89670.75717266931,43167.51598015895
262,4.669450951614417,-3.019454135254575,1002,968,89672.95314045373,43174.415813076346,89671.2544481814,43166.91689942177
263,4.5519723741188445,-3.5208009106766434,992,943,89674.4807780176,43173.831755499414,89671.63772701212,43166.27617944673
264,4.006626368605623,-4.207356091401322,981,939,89675.65129419106,43172.706198613894,89671.82837784574,43165.4360666708
265,3.28851219028876,-4.577222531909646,968,936,89676.48926071948,43171.364333359496,89672.0711329646,43164.85665098698
266,2.8217923251575634,-4.792767915690913,954,932,89677.25231824108,43170.19984012499,89672.35419454325,43164.36975334156
267,2.5267307649193365,-4.927777764106196,948,927,89677.96904386605,43169.134135166256,89672.66086303219,43163.900311168036
268,2.3430658121980437,-4.978653349361116,931,922,89678.64266229338,43168.11309686575,89673.00516628401,43163.44124389021
269,2.2503102878777264,-4.979560389560323,915,917,89679.28535876937,43167.116023752154,89673.3678950044,43162.96215175091
270,2.213189117898521,-5.0043669773814266,906,906,89679.8875406621,43166.11577955606,89673.68534680593,43162.42445088483
271,2.2183482947338695,-4.967180463723614,885,898,89680.4484531016,43165.10023684431,89674.02287065037,43161.88407240495
272,2.5794667201265873,-4.865350007467507,879,893,89681.26307109068,43164.18411398331,89674.3832507405,43161.339229441415
273,3.193514770339483,-4.707041843957274,859,890,89682.2591519452,43163.26661562035,89674.75955464157,43160.781694072466
274,3.937264485985233,-4.541643473217197,853,877,89683.32517987378,43162.26552629352,89675.10344339583,43160.19310513271
275,4.553481038015633,-4.296174819156391,847,873,89684.20153097452,43161.10824954211,89675.48339759163,43159.58819720469
276,4.166409973058342,-3.9087534079594723,838,869,89683.99721492984,43159.738445511684,89675.9597238154,43158.95934332626
277,3.8019097552104104,-3.4383962225073805,818,835,89683.70959310429,43158.409668461376,89676.47053707248,43158.27513809525
278,3.7117576652935025,-2.963208591654848,814,829,89683.5919427684,43157.11047963448,89676.92982791364,43157.52448469898
279,3.625064731897356,-2.5427729777949977,808,802,89683.37118972592,43155.82047651247,89677.26870611848,43156.71597404685
280,3.6669284829324065,-2.34805752872281,793,787,89683.16548143237,43154.519696014606,89677.31291920462,43155.908066314885
281,3.7570080018159295,-2.494561325632053,788,783,89682.88573814201,43153.20986973672,89676.95894631761,43155.19865271284
282,4.043758705011712,-2.515698028349946,770,765,89682.6580642873,43151.83212965883,89676.66387232495,43154.495986891365
283,4.089782654293374,-2.69634155286909,758,751,89682.0746958226,43150.57058983932,89676.16607925814,43153.90821355228
284,4.09165702587302,-3.057009409571743,752,732,89681.33588112144,43149.394138190204,89675.47529641949,43153.48766707816
285,4.006213234321797,-3.3678135014879587,747,721,89680.42510626964,43148.353356649044,89674.8039925917,43153.12612851873
286,4.068897057129327,-3.5623286952777504,732,715,89679.53450119353,43147.30668028828,89674.19962950003,43152.76330474834
287,3.8289742241055578,-3.6365714867278633,721,710,89678.35946768409,43146.5800790885,89673.65076425791,43152.373392890186
288,3.6762309358457257,-3.6362575546796645,701,704,89677.19040095381,43145.905186124226,89673.11489421586,43151.97665487182
289,3.768289134386789,-3.5752865317671856,687,696,89676.09261181057,43145.13139991184,89672.57555137176,43151.57797958127
290,3.91526241072015,-3.4946751729875754,678,689,89674.93857891319,43144.40595135448,89672.00780546367,43151.21166527603
291,4.2429208338897215,-3.4999891527357723,663,671,89673.76189485322,43143.61353983739,89671.37801377264,43150.98034145374
292,4.504702115496556,-3.412074604287958,658,647,89672.4727115272,43142.99109790088,89670.74898235498,43150.71794145901
293,4.469589803239087,-3.2982579986840093,651,640,89671.0917800979,43142.784621023595,89670.07785710432,43150.48601178351
294,4.168684658573615,-3.1482257445845168,626,635,89669.7449983467,43142.96499555816,89669.33833964313,43150.27059659755
295,4.055928487813741,-3.0127303441295905,621,631,89668.50850153776,43143.049019850056,89668.5177050071,43150.11767269049
296,3.9115880322524705,-3.0818031766210274,617,608,89667.36874264509,43143.220983911866,89667.63012824388,43150.20948862812
297,3.794110082480138,-3.2045201295837096,605,596,89666.32294518262,43143.39048114946,89666.6804159827,43150.37997608631
298,3.6948428850587036,-3.3674896668472982,596,586,89665.36228674924,43143.54040448026,89665.66114134346,43150.59641092904
299,3.586961583429467,-3.625687728303101,585,573,89664.48173816482,43143.677435301215,89664.55976256366,43150.88966257767
300,3.4461530198522587,-3.880695682708587,579,563,89663.67211117188,43143.81070255448,89663.35114338658,43151.13051755153
301,3.293469254909485,-4.138041756904579,569,556,89662.92744535739,43143.90781318169,89662.02170921177,43151.283923128896
302,3.141433925736797,-4.188890379467752,542,547,89662.24210975305,43143.94818315699,89660.60652365594,43151.09370710827
303,2.9989341304121737,-3.8584239803357985,534,534,89661.61747316475,43143.917151409325,89659.25132610132,43150.35335435309
304,2.9572800562809674,-3.666142964730953,529,520,89661.09177684136,43143.72909780596,89657.91168043306,43149.539151105986
305,2.892084264882279,-3.6711624974584103,507,512,89660.62360588952,43143.50215720969,89656.5692061914,43148.66336357558
306,2.9288156521621,-3.6834411785224024,484,499,89660.27692646936,43143.12592527744,89655.38445404595,43147.5740320636
307,2.933421804330891,-3.618193372860415,478,494,89659.94655928489,43142.68791705564,89654.47949619252,43146.29830243315
308,3.0068426975698435,-3.4990295495200763,471,483,89659.7268812039,43142.141228985645,89653.8526659025,43144.93764960641
309,3.099052871097737,-3.3639263541116193,464,468,89659.5819632439,43141.52433602531,89653.45133132472,43143.57017393116
310,3.1173417506282157,-3.085132957717306,458,454,89659.42554600393,43140.873777186905,89653.36706603957,43142.20250327951
311,3.1011199484574283,-2.8298193126020212,439,448,89659.29189794106,43140.17080200351,89653.40699637927,43140.90834801999
312,3.0773080719860637,-2.634724167798313,435,431,89659.20610988305,43139.41389415727,89653.50057220474,43139.68620300714
313,3.0182540662921493,-2.574143216277338,421,424,89659.13754351456,43138.608443232464,89653.54581465384,43138.521981019185
314,2.9826189383277906,-2.5584347806664884,414,411,89659.13954817869,43137.75643096793,89653.61011164857,43137.39781142563
315,2.931028265257277,-2.5907676715372054,402,400,89659.16531281329,43136.86096999096,89653.67115112064,43136.30922941551
316,2.8749375508880926,-2.6514248667367672,393,388,89659.2166828135,43135.922910914756,89653.73081545562,43135.25512284749
317,2.8800210592221527,-2.7185780828700525,377,381,89659.34699948528,43134.951169530796,89653.79393523259,43134.23857584617
318,2.948422823018848,-2.7956427508134607,370,366,89659.54456736702,43133.94481705029,89653.84135489844,43133.26096263981
319,3.0730708402627824,-2.8308875241368012,356,361,89659.78714620038,43132.89584132152,89653.91044482063,43132.329179816006
320,3.211047147163778,-2.8708443060433035,342,349,89660.01450975462,43131.79130472698,89653.94282836598,43131.439042376674
321,3.385852620798241,-2.890518800143254,333,343,89660.22975917898,43130.62332627175,89653.95346124226,43130.592954853135
322,3.5231604040731326,-2.8860850883965794,324,317,89660.33471268213,43129.386951181186,89653.93813651036,43129.78974276686
323,3.646906855358452,-2.910223618845297,317,294,89660.32744295009,43128.08972510724,89653.83852924079,43129.03310145262
324,4.031365035533824,-2.992048812987016,302,289,89660.44896957855,43126.68238602546,89653.6238100163,43128.339352843934
325,4.372132534762992,-3.1651735798117864,298,285,89660.36878347491,43125.215191433264,89653.26447826363,43127.73309352226
326,4.832687087641286,-3.2628582538252027,274,280,89660.2190849425,43123.656418495964,89652.92543082157,43127.16931814442
327,4.832097089215395,-3.3655372912130264,261,275,89659.47202421587,43122.30518490416,89652.53403313392,43126.67158951002
328,4.558697062618672,-3.3743896400628737,253,239,89658.35312492204,43121.206108484046,89652.17531338082,43126.18290556585
329,4.220425781062416,-3.377295131063392,247,235,89657.0869573995,43120.31345359121,89651.7674419265,43125.73822254399
330,3.988773955971853,-3.3598563110750064,229,232,89655.82752870508,43119.52083850998,89651.3175666661,43125.32278725232
331,3.9467998132448523,-3.2705004294204567,221,229,89654.61622951337,43118.7356363653,89650.85202998458,43124.893576337425
332,4.021500636678317,-3.269822758621186,207,214,89653.38955163902,43117.9908794206,89650.28656915722,43124.58897737171
333,4.205507900633129,-3.3045955795397655,196,208,89652.12893950743,43117.28030314665,89649.6716216441,43124.377009650474
334,4.533127049369942,-3.373084834509854,190,181,89650.82684146707,43116.56365948598,89649.02418940388,43124.26162232636
335,4.382939797151295,-3.4389339737848386,177,160,89649.38766869533,43116.454718377696,89648.3581244746,43124.20853988622
336,3.9865769218279294,-3.6875920248213805,170,151,89647.98687803908,43116.73187865523,89647.65680016376,43124.3989457358
337,3.730796283923039,-3.834526528491774,163,146,89646.68484968408,43116.98519680918,89646.95181454536,43124.54580783071
338,3.4725264739291983,-3.945639801512839,148,136,89645.46588687753,43117.33080831014,89646.22261422622,43124.710276760496
339,3.331976328099418,-4.037509514077429,136,128,89644.30541878103,43117.62694512875,89645.46536533555,43124.904571497886
340,3.289012580086918,-4.086934921447219,121,121,89643.1801725984,43117.87903039994,89644.67700833752,43125.101501190155
341,3.292613939002142,-4.0640309359603926,108,113,89642.077569608,43118.127884241214,89643.85638855731,43125.26623327736
342,3.279697905959044,-4.009919053056244,98,102,89640.99362843514,43118.43333200631,89643.02832429165,43125.43322687557
343,3.36468345557011,-3.919247719902156,87,90,89639.88483189163,43118.690579394584,89642.20248231175,43125.5959504852
344,3.621125101958384,-3.82486084471807,69,83,89638.71062241233,43118.840359959366,89641.39330507338,43125.78628829604
345,3.7800595944254405,-3.696591200163768,62,78,89637.55731784784,43119.145595533075,89640.59298197753,43125.97824146243
346,3.978859559392916,-3.5660232630554374,52,65,89636.37896152936,43119.486434573984,89639.81310073615,43126.20446588627
347,4.12646267673923,-3.4744260675817373,40,50,89635.22134769795,43119.95250089935,89639.07563492782,43126.5036824457
348,4.206355153774284,-3.334864076501407,33,42,89634.1111546945,43120.55835318719,89638.33791169454,43126.803712483634
349,4.187771969274386,-3.408353359855588,25,19,89633.09085394352,43121.32126650161,89637.7511828604,43127.31980419027
350,4.115408459206227,-3.446759733347611,12,4,89632.16475214822,43122.184915136895,89637.17625460245,43127.84806187027
351,3.966860699593365,-3.5737283671258284,4,3988,89631.36603479719,43123.14030009878,89636.68581731575,43128.484492968455
